@relation handGestures
@attribute contour_area_ratio0 real
@attribute rectangle_area_ratio0 real
@attribute aspect_ratio0 real
@attribute ellipse_angle0 real
@attribute centroid_x0 integer
@attribute centroid_y0 integer
@attribute hu_moment_10 real
@attribute hu_moment_20 real
@attribute hu_moment_30 real
@attribute hu_moment_40 real
@attribute hu_moment_50 real
@attribute hu_moment_60 real
@attribute hu_moment_70 real
@attribute convex_hull_perimeter0 real
@attribute contour_area_ratio1 real
@attribute rectangle_area_ratio1 real
@attribute aspect_ratio1 real
@attribute ellipse_angle1 real
@attribute centroid_x1 integer
@attribute centroid_y1 integer
@attribute hu_moment_11 real
@attribute hu_moment_21 real
@attribute hu_moment_31 real
@attribute hu_moment_41 real
@attribute hu_moment_51 real
@attribute hu_moment_61 real
@attribute hu_moment_71 real
@attribute convex_hull_perimeter1 real
@attribute contour_area_ratio2 real
@attribute rectangle_area_ratio2 real
@attribute aspect_ratio2 real
@attribute ellipse_angle2 real
@attribute centroid_x2 integer
@attribute centroid_y2 integer
@attribute hu_moment_12 real
@attribute hu_moment_22 real
@attribute hu_moment_32 real
@attribute hu_moment_42 real
@attribute hu_moment_52 real
@attribute hu_moment_62 real
@attribute hu_moment_72 real
@attribute convex_hull_perimeter2 real
@attribute contour_area_ratio3 real
@attribute rectangle_area_ratio3 real
@attribute aspect_ratio3 real
@attribute ellipse_angle3 real
@attribute centroid_x3 integer
@attribute centroid_y3 integer
@attribute hu_moment_13 real
@attribute hu_moment_23 real
@attribute hu_moment_33 real
@attribute hu_moment_43 real
@attribute hu_moment_53 real
@attribute hu_moment_63 real
@attribute hu_moment_73 real
@attribute convex_hull_perimeter3 real
@attribute contour_area_ratio4 real
@attribute rectangle_area_ratio4 real
@attribute aspect_ratio4 real
@attribute ellipse_angle4 real
@attribute centroid_x4 integer
@attribute centroid_y4 integer
@attribute hu_moment_14 real
@attribute hu_moment_24 real
@attribute hu_moment_34 real
@attribute hu_moment_44 real
@attribute hu_moment_54 real
@attribute hu_moment_64 real
@attribute hu_moment_74 real
@attribute convex_hull_perimeter4 real
@attribute class {0,1,2,3,4,5,6,7,8}
@data
0.8420044870803033,0.7106104543008686,0.7943924940437237,4.128650665283203,186,145,0.17537293351705799,0.0029253985841966377,0.00079318757048931995,1.9909769698197107e-05,1.7469833219058473e-09,7.0452549123342409e-07,1.7911039205233727e-09,622.6208400726318,0.8326990466860092,0.7119212404098932,0.7844036697247706,179.57838439941406,182,144,0.17433675885968863,0.0026926515331088044,0.00073453823731607312,1.9043859684315062e-05,1.9652639996809109e-09,8.2574986007219687e-07,1.1004119134006582e-09,628.9079627990723,0.8190667462772983,0.7081126258553363,0.8241758680985054,168.504638671875,171,143,0.17290105112259532,0.0023692614369895098,0.00064338469692782555,1.7751792009728824e-05,1.8932469629716628e-09,8.6402057113491497e-07,-1.2142587983086857e-10,638.9039461612701,0.8062106573617857,0.7100056488610454,0.9842748370576736,157.12315368652344,160,144,0.17245276826165917,0.0022362604420954153,0.00058783055824613184,1.5852675376284246e-05,1.3230232257666763e-09,6.4005912172292448e-07,-7.6906681908039479e-10,652.752735376358,0.7913841175863138,0.7462680672235885,0.8659016021348268,138.64564514160156,148,147,0.17330391317241928,0.002832400505440051,0.00045103962385537386,1.4247345326126162e-05,3.4549845981429781e-10,1.8118538428796842e-07,-1.0885991505502905e-09,658.3491127490997,0
0.8200221710582417,0.6917137037219734,1.0843029176554813,3.467161178588867,212,126,0.17790362013586752,0.0035764283732594333,0.00086602703514252507,1.3718187724703852e-05,-4.5890161356477179e-10,-4.1849063519618248e-07,1.4230780911186739e-09,667.3315765857697,0.8120382548265056,0.7082240660605652,1.0332197831043597,169.2417449951172,196,122,0.17592618497993831,0.0031115531951350387,0.00075280865780115609,1.1166290254653996e-05,2.6152539926666081e-10,-1.3603027871289468e-08,9.8981072619427214e-10,679.7611799240112,0.8020471435025784,0.7423686013273207,0.8700516369969904,157.3911590576172,182,121,0.17587153818405937,0.0029840432163517191,0.00075823540569085451,1.3195359607805256e-05,1.1834240029184695e-09,4.9136985772709752e-07,5.8445380483637796e-10,695.1293301582336,0.8025083176180182,0.7679431597932704,0.8440779374594168,144.27024841308594,169,125,0.17656861974848542,0.0030538679993959228,0.00080439644380744107,1.7096491056974265e-05,1.9934556815748461e-09,9.1644916738640677e-07,-2.1403468726398312e-10,704.5197861194611,0.8081517054549933,0.7671626086282385,0.7804148086250732,131.4876708984375,162,129,0.17858681889836736,0.003593400174929031,0.00089489932458753502,2.3781369374426826e-05,3.1897109472427725e-09,1.4119871769650656e-06,-1.3644835953556988e-09,706.2473108768463,0
0.8212456095262571,0.6824374973635764,0.9215016745733312,2.6808080673217773,178,133,0.17874226053196937,0.0032014343528369558,0.0011313742207454515,2.7575263492896494e-05,3.025197021223433e-09,6.1867523762353098e-07,3.8171910046295695e-09,675.1672282218933,0.8186295178182922,0.6956750129297994,0.9092258867363658,176.6681671142578,173,131,0.17741378323712886,0.0029084080464409196,0.0010522355118615188,2.563131133618183e-05,3.3718850682264906e-09,8.1817250686995923e-07,2.5196882848815301e-09,676.1060345172882,0.8143308537950102,0.7174514655413589,0.8679727797130552,164.2599334716797,160,130,0.17687051406407339,0.0029215432963595094,0.00095503449330805684,2.8922660528480069e-05,4.7712417440728906e-09,1.432257133794207e-06,5.8457808445870357e-10,682.4061160087585,0.8087728662234945,0.7458104467808383,0.8353259417670985,152.42042541503906,150,131,0.17602815349685652,0.0027863842821843681,0.00087766404503246398,2.7650741050699511e-05,4.0824854634657392e-09,1.4554529487609156e-06,-1.3739671793566549e-09,685.3951239585876,0.8061682482687869,0.7640526730666337,0.8020948524584798,139.6138153076172,139,135,0.17620607686048478,0.0030141513348572076,0.00078519039936087017,2.8392101097737019e-05,3.4805693121002291e-09,1.4287075966256255e-06,-2.4200091370459396e-09,689.2015061378479,0
0.8253355588010293,0.680806873619079,0.937070886328308,15.14847183227539,192,134,0.18261160048460373,0.0042448329089195772,0.0012906706378921348,2.809504212663153e-05,-3.0222236278023881e-11,-4.4587120475119967e-07,5.34989572068715e-09,676.7763723134995,0.820329350542641,0.6818510247760925,0.9384905856311433,11.400918006896973,188,132,0.18090456512838871,0.0037097122715024351,0.0012559038720754631,2.4420628539736459e-05,-6.9623968565308288e-11,-3.7003351226625016e-07,4.2761792186863721e-09,678.271550655365,0.8156378738654252,0.6884095092021759,0.7721518693950501,176.361328125,173,128,0.17898331613363838,0.0032381197445919153,0.0011452629000739799,2.2495644066882869e-05,1.6131327146452911e-09,2.7656262216083178e-07,3.2304005884720711e-09,682.900043129921,0.8062703152770884,0.7175551766227093,0.8560665349585872,158.63711547851562,158,126,0.17848840446645658,0.003120084048973625,0.0011127226058155466,3.0656675432911261e-05,5.6481850255561278e-09,1.6152076438105185e-06,3.9736593841577206e-10,695.8405075073242,0.7939835061851805,0.7397274598973863,0.7609767571350353,138.31849670410156,144,131,0.17994119142882736,0.0036546122993098332,0.0011147395655689844,4.3687861289441816e-05,7.5909104710555536e-09,2.293117978459929e-06,-5.9438575671567758e-09,706.5551649332047,0
0.8193912759857861,0.7271609264381506,0.8698400048181939,163.29331970214844,173,133,0.1748581285907243,0.0025977305349772443,0.00078686794580407494,2.2689127192035386e-05,2.9975950350581098e-09,1.0275871929610631e-06,4.5306111778298128e-10,662.103928565979,0.8122940899616755,0.7417591288413414,0.9090420163622822,151.92918395996094,164,134,0.17516933219446595,0.0027836175974307398,0.00073042944660720889,2.4369033764168629e-05,3.1946210310259564e-09,1.2786221849591633e-06,-6.0401969801531914e-10,669.9878950119019,0.8039904177468579,0.7626038680150584,0.8310946842141852,138.452392578125,154,137,0.17529890273976934,0.0027352502074352698,0.00074216511357173159,2.5051489079410429e-05,2.7757425674761221e-09,1.2083039842359937e-06,-1.9908241735645939e-09,682.1112861633301,0.7999032959948424,0.7815339016164985,0.7583056981369551,123.41534423828125,143,142,0.17690128270767491,0.003436043652977928,0.00069549154645286431,2.6468061647226045e-05,2.1799209664167033e-09,1.1299730480651085e-06,-2.8537766025718772e-09,688.619133234024,0.8006838720182365,0.7822491916467799,0.7303037343196747,119.1789779663086,141,144,0.17830624509215598,0.0038939734786190908,0.00071809814548347869,2.9903675096618224e-05,2.5322150125746539e-09,1.2754684021028063e-06,-3.5763633891191546e-09,687.2887578010559,0
0.8171630888747572,0.6897969817010685,0.8988475590848042,2.541118860244751,181,135,0.17786380773565094,0.0031220505198159085,0.0010433097554027031,2.6318127757121621e-05,3.2850808307087542e-09,8.4534165344044526e-07,2.8682452184475111e-09,671.1247925758362,0.8168441465655087,0.6965867138739575,0.8921734460605871,178.27865600585938,177,133,0.17705696137330201,0.003013666998919964,0.0009710770740446686,2.6218363207596207e-05,3.5626308491962774e-09,9.7152614073193355e-07,2.1929355210285953e-09,671.6827194690704,0.8086801756935487,0.7235103859928016,0.8582645108239345,163.81298828125,163,130,0.176393632915644,0.002842083037879486,0.00092706774351849846,2.8072732271649477e-05,4.527969370182691e-09,1.4522638081634681e-06,-8.6526568531591492e-11,683.6680865287781,0.800615101697871,0.757303053964334,0.8146447034065017,148.455322265625,149,133,0.17577845967355338,0.0027988473793373954,0.00083754063931765752,2.7754583748513068e-05,3.6068808746531894e-09,1.3751693951348089e-06,-2.2128901974317658e-09,691.2634534835815,0.7972650859365199,0.7721509210615033,0.7867579063190608,135.67185974121094,139,136,0.17653148523192619,0.0031914157036176086,0.00076577882879626193,2.8304963080391002e-05,2.7856909400615002e-09,1.2239048846088157e-06,-3.0992869475907424e-09,697.0971428155899,0
0.8470758021084497,0.6969262094004514,0.7257383966244726,15.141425132751465,185,129,0.18593813059386749,0.007022749773600628,0.00070368470239778446,2.2970921129259171e-05,3.2050707231215318e-11,-4.7645288374282999e-07,2.9203204970858314e-09,667.1924810409546,0.8328513014859878,0.7051336146272855,0.759493670886076,7.446303367614746,174,127,0.17926315481089738,0.004511815792418777,0.00070769933944327948,1.4933180237907834e-05,-9.7162679669709831e-11,-2.6377129651815375e-07,1.532079325734357e-09,674.8870921134949,0.8277152953705647,0.7105691616217208,0.7763713080168776,0.7698678374290466,167,126,0.1767052945781297,0.0035798050332042654,0.0007045388702685341,1.2887882288818777e-05,2.4934956888651141e-10,-1.9607266103338705e-09,1.2024942878465878e-09,681.0867130756378,0.8267259324182618,0.7094492560515212,0.8016877637130801,169.7738800048828,156,126,0.17572796734427726,0.0031005164185462565,0.00075476531732323194,1.6139680714809677e-05,1.4146876538434743e-09,5.7730859993538582e-07,1.0825219521829529e-09,690.343517780304,0.8013391485963511,0.7208469146424857,0.8322238505203938,165.48150634765625,149,128,0.17508505658026985,0.0027925870862968534,0.00077362161926734286,1.8843483708874105e-05,2.2685906793964415e-09,9.8734438827214399e-07,-1.7236561346061016e-10,698.5429003238678,0
0.6562722706019364,0.6373866850862823,1.3923126848987992,18.255094528198242,212,142,0.1836924573160463,0.0026418773433565341,0.0021127324878768639,6.5850289157262331e-05,1.4581916820166941e-08,1.4082050992208891e-06,1.9764761957575656e-08,696.8744513988495,0.6683143332145826,0.6973739783406151,0.8235551185403692,172.7604522705078,196,129,0.17774605129242349,0.0029532092662810181,0.0010892126168310023,2.7388799231241914e-05,4.6950498957948307e-09,1.4858347813732951e-06,-5.7882716631870151e-10,718.7276546955109,0.6834643844939687,0.7141458115166961,0.7848509135937659,161.61160278320312,187,128,0.17929404291935019,0.0033923558503211361,0.0011340332055856999,3.6680401980448712e-05,6.2084499329381239e-09,1.8522306571521957e-06,-4.1739231302528531e-09,731.2530179023743,0.7138295498912377,0.7306003448921761,0.7468867002463115,148.3013153076172,174,131,0.180189047437468,0.0039999073990637521,0.0010136698949169956,4.1798501608800322e-05,5.4655263763244964e-09,1.7123751300546075e-06,-6.6447774941940734e-09,747.8432643413544,0.729264475743349,0.7420653687301744,0.7076822283189886,128.805908203125,172,135,0.18115180719495971,0.0044515626179986723,0.00095610976882843572,4.2645608753018537e-05,3.2312897599301046e-09,1.0320953742930088e-06,-7.9819862992986721e-09,752.2792358398438,0
0.801739949035075,0.7385284810126582,0.7426160337552743,171.5029296875,216,132,0.18004894452999692,0.0047446649133751724,0.00077572339262564714,3.4400540981454806e-05,5.6071468811493519e-09,2.3688453590214723e-06,-3.7312041056926654e-10,681.2058343887329,0.7958759590792839,0.7401793719978755,0.7419078892393808,168.65184020996094,215,132,0.18007205760781378,0.0047212581782854739,0.00078735607949141032,3.4380579996466056e-05,5.6444608039489259e-09,2.3576488412034905e-06,-3.7037044485111664e-10,685.762729883194,0.7862622036262203,0.7154348774814839,0.759546574253747,158.2086944580078,203,128,0.17766980420176831,0.0041054392796928607,0.00067732185336022031,2.6733182397806524e-05,3.5155493515172843e-09,1.6719442156986396e-06,-7.6242641370624142e-10,714.6102876663208,0.7795969773299748,0.7435899732925899,0.7644463688916778,141.01304626464844,187,125,0.17586860795796827,0.0033621174674523632,0.00068084670023223063,2.3738551025069938e-05,2.3104621310831228e-09,1.0945390762677041e-06,-1.941528440115106e-09,755.5622537136078,0.7605058318581925,0.7516239300068017,0.7503789526787392,130.8203125,174,126,0.17764308974786208,0.0035442540682070179,0.00080053199848328883,2.9947548938160857e-05,1.6623387877109076e-09,7.0068395986872923e-07,-4.3287206165638241e-09,795.0858879089355,0
0.8176832120791728,0.7265707746417145,0.7594936399169974,170.4553985595703,184,125,0.17840944316312338,0.0043704093176533806,0.00065036641103552114,2.0972459795412507e-05,1.4784753833188721e-09,5.7900694302435121e-07,1.9528155025817631e-09,683.3569159507751,0.8161774692522448,0.7096425282186383,0.8312236286919831,162.24147033691406,175,123,0.17655565099032289,0.0037750517949547129,0.00061098426188320367,1.8821591302327131e-05,1.5306247107272244e-09,6.9520698634090838e-07,1.3156678026823585e-09,708.2657654285431,0.8105555236068779,0.7054933463161311,0.8776371308016878,154.4625244140625,167,122,0.17662592825509604,0.0039302952032029548,0.00055618904226873204,2.0900584829822614e-05,2.1280100258232982e-09,1.1173966857161704e-06,7.4137193522410642e-10,723.2280151844025,0.8041107091874212,0.7151687033559271,0.757344863015359,146.29466247558594,161,124,0.17765983238616948,0.0042158288800302618,0.00056577311624005219,2.6688645732464135e-05,3.2205578542009166e-09,1.7328130343386014e-06,-6.1910578946777629e-10,738.1751854419708,0.8042776263367583,0.728975873477819,0.7513289665384891,142.50267028808594,154,127,0.17909500677606702,0.0045618557185819154,0.00060555612002233358,3.3607961927006628e-05,4.4847375763715155e-09,2.2231584441663257e-06,-1.6953042306469714e-09,740.4265208244324,0
